Time,Time Code,Country Name,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Agricultural methane emissions (% of total) [EN.ATM.METH.AG.ZS],Arable land (% of land area) [AG.LND.ARBL.ZS],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]"
2001,YR2001,Afghanistan,AFG,9.29452705383301,57.9473498612453,68.5897435897436,11.7795869555218,..
2001,YR2001,Australia,AUS,100,59.3181729429988,71.7798394900108,3.15009827785949,59.9184822449638
2001,YR2001,Canada,CAN,100,6.83816244106634,25.5601974933536,4.56723985816884,38.197408011957
2001,YR2001,China,CHN,96.9853134155273,55.7578718644915,43.9897108606234,12.742981982665,51.2255219415919
2001,YR2001,India,IND,62.0054397583008,60.7048321836142,77.077518076341,53.9235635798587,55.8670820353063
2001,YR2001,Ireland,IRL,100,64.0150965307011,89.3255131964809,7.39149368558572,39.5949720670391
2001,YR2001,Iraq,IRQ,96.9349975585938,19.4114822690171,30.0718132854578,9.83149278642797,39.4218788935958
2001,YR2001,Malaysia,MYS,98.6218643188477,21.1444224623345,13.2086009494555,2.66930451985999,45.5443900008305
2002,YR2002,Afghanistan,AFG,14.1336164474487,57.9396838538552,73.1903485254692,11.7719209481318,..
2002,YR2002,Australia,AUS,100,58.1856995951733,71.1670754321948,3.08956952995848,62.6973439156471
2002,YR2002,Canada,CAN,100,6.92547841246365,26.7141756548536,4.5300978518982,37.6416836784291
2002,YR2002,China,CHN,97.2170181274414,55.8211320658973,43.098464428155,12.7849342939932,52.6240242472765
2002,YR2002,India,IND,62.3,60.7293849367178,76.2398411917406,53.959551861805,54.9264611569541
2002,YR2002,Ireland,IRL,100,63.478008419219,88.9675516224189,7.52213673973,38.9020912547529
2002,YR2002,Iraq,IRQ,97.0526123046875,19.8687610032695,30.1754385964912,10.2887715206804,38.0375449340967
2002,YR2002,Malaysia,MYS,98.6470489501953,21.4198752092528,12.8372853638594,2.94475726677827,45.6076539890883
2003,YR2003,Afghanistan,AFG,18.9711647033691,58.0838047927878,73.4320557491289,11.9160418870644,..
2003,YR2003,Australia,AUS,100,57.2094294677375,63.323105971206,3.02513570154771,60.8654990647849
2003,YR2003,Canada,CAN,100,6.90930546679025,26.6999315135505,4.49295584562756,38.0503968848285
2003,YR2003,China,CHN,97.4471893310547,55.8843892938216,42.2191173046047,12.8055826110544,53.7583094393257
2003,YR2003,India,IND,65.4120101928711,60.6247834817149,75.9803512054936,53.7466492218795,56.2640219738746
2003,YR2003,Ireland,IRL,100,63.4344607345043,85.5593607305936,7.71127885034112,36.9311412913986
2003,YR2003,Iraq,IRQ,97.1686859130859,19.8687610032695,25.0230840258541,10.2887715206804,46.3274399885008
2003,YR2003,Malaysia,MYS,98.6706924438477,21.6595343174555,12.6030311087477,2.88004869882818,46.0153660741187
2004,YR2004,Afghanistan,AFG,23.8141822814941,58.1512656578201,72.7748691099476,11.9835027520967,..
2004,YR2004,Australia,AUS,100,51.4046574593546,68.2926829268293,3.35094958541062,61.3200600027274
2004,YR2004,Canada,CAN,100,6.89313252111685,27.9317697228145,4.45581383935692,36.486152559448
2004,YR2004,China,CHN,97.6828308105469,55.9476447513305,42.5876822948054,12.8262305311048,50.2946518155378
2004,YR2004,India,IND,64.4,60.6671622062499,75.6842313526347,53.7069612100135,56.8877823917843
2004,YR2004,Ireland,IRL,100,62.4909275656844,90.4101326899879,7.57221657715198,35.6300141576215
2004,YR2004,Iraq,IRQ,97.2902297973633,19.8687610032695,26.4653641207815,10.2887715206804,42.3552017567939
2004,YR2004,Malaysia,MYS,98.6997985839844,21.7065895601887,12.5647668393782,2.88144879013849,46.4105363723216
2005,YR2005,Afghanistan,AFG,28.6696720123291,58.134400441562,72.8363324764353,11.9666375358386,..
2005,YR2005,Australia,AUS,100,53.3993725837314,62.8959627329193,3.43673118727464,62.1020649602065
2005,YR2005,Canada,CAN,100,6.87695957544345,28.6840031520883,4.41867183308628,37.7289377289377
2005,YR2005,China,CHN,97.9309387207031,56.0109031839269,42.5489751334058,12.8522049534502,50.2251735226545
2005,YR2005,India,IND,68.8404541015625,60.5834137744308,75.6611882877517,53.6272488471978,55.5604957483466
2005,YR2005,Ireland,IRL,100,62.4473798809697,91.304347826087,7.09377268108579,35.2169981916817
2005,YR2005,Iraq,IRQ,97.4242477416992,20.2117200539589,28.8963774220725,10.6317305713698,37.6213260423787
2005,YR2005,Malaysia,MYS,98.7413864135742,21.7148379242124,12.2179974651458,2.88969715416223,48.3794364931647
2006,YR2006,Afghanistan,AFG,33.5444183349609,58.123668031216,58.0926796507723,11.9497723195805,..
2006,YR2006,Australia,AUS,100,53.27857542663,67.0656657875161,3.15374301966859,62.5149065853982
2006,YR2006,Canada,CAN,100,6.75739131501664,28.4207413249211,4.38152982681564,37.663130580783
2006,YR2006,China,CHN,98.1983032226563,56.0741598447602,40.1659572541206,12.8888306349812,51.5779112716646
2006,YR2006,India,IND,67.9,60.5094191760365,75.5549917544082,53.3642316838144,55.53305756396
2006,YR2006,Ireland,IRL,100,61.837712294963,91.1581569115816,6.78008419219045,33.7535943375359
2006,YR2006,Iraq,IRQ,97.6221115649304,20.5546791046482,28.9087947882736,10.9746896220591,36.4994199535963
2006,YR2006,Malaysia,MYS,98.8022232055664,21.5346218231624,11.6737340982789,2.70948105311216,49.2118439760153
2007,YR2007,Afghanistan,AFG,38.4400024414063,58.129800837128,48.6187845303867,11.9497723195805,..
2007,YR2007,Australia,AUS,100,51.8536766332999,65.1108195815784,3.01016622626037,62.6842173183637
2007,YR2007,Canada,CAN,100,6.6931456825485,27.7833601286174,4.33702634182469,38.7440673090752
2007,YR2007,China,CHN,98.4865036010742,56.1374176962452,37.5124788402274,12.8828499568842,51.3348390757153
2007,YR2007,India,IND,72.3407135009766,60.4132261981239,75.563781144048,53.1489746703036,55.4539129334746
2007,YR2007,Ireland,IRL,100,62.0699666134417,93.5714285714286,6.75642328349543,33.4983127109111
2007,YR2007,Iraq,IRQ,98.1,20.8976381553376,29.222309505106,11.3176486727485,28.2605216834694
2007,YR2007,Malaysia,MYS,98.883903503418,21.6320194795313,11.969770843491,2.5177294171359,48.4720817885631
2008,YR2008,Afghanistan,AFG,42.4,58.132867240084,44.2038791159224,11.9497723195805,..
2008,YR2008,Australia,AUS,100,50.6733660492301,60.2738660234965,3.12329640862762,62.0592383638928
2008,YR2008,Canada,CAN,100,6.62890005008036,27.6803321224702,4.29252285683374,39.6334162291609
2008,YR2008,China,CHN,98.7919387817383,56.2006719746855,35.9919061607675,12.9088234363038,50.1620644989468
2008,YR2008,India,IND,74.1184921264648,60.4593046525785,75.3878084403106,53.1398935150461,53.6206678707069
2008,YR2008,Ireland,IRL,100,67.1940775148788,94.4591029023747,7.04964436057483,33.1743869209809
2008,YR2008,Iraq,IRQ,97.9429626464844,18.7255641676384,29.0297937356761,9.14557468504927,39.5413097540757
2008,YR2008,Malaysia,MYS,98.9828109741211,21.7635063156293,11.6995666827155,2.64921625323391,51.1115782834919
2009,YR2009,Afghanistan,AFG,48.2790069580078,58.132867240084,..,11.9482391181025,..
2009,YR2009,Australia,AUS,100,50.0184840477461,..,3.53300443877485,63.3175092167062
2009,YR2009,Canada,CAN,100,6.56465441761223,..,4.24801937184279,39.5487375163042
2009,YR2009,China,CHN,99.1107559204102,56.2639250438662,..,12.9294708011995,50.365986783771
2009,YR2009,India,IND,75,60.5639061075814,..,53.1160134401098,52.2910374272175
2009,YR2009,Ireland,IRL,100,66.6848599216142,..,6.71490782406735,33.1306990881459
2009,YR2009,Iraq,IRQ,98.1476898193359,18.0742309817646,..,8.40394179406889,53.4972261503318
2009,YR2009,Malaysia,MYS,99.3,21.9753462182316,..,2.5719068634911,54.1261707015374
2010,YR2010,Afghanistan,AFG,42.7,58.134400441562,..,11.9482391181025,..
2010,YR2010,Australia,AUS,100,48.9920987204353,..,3.331261471174,62.9229347435437
2010,YR2010,Canada,CAN,100,6.50040878514409,..,4.20351588685184,39.8706855567177
2010,YR2010,China,CHN,99.7,56.1834730812931,..,12.7960801051446,51.5682394690576
2010,YR2010,India,IND,76.3,60.3974182611942,..,52.8082631786061,51.5028916237
2010,YR2010,Ireland,IRL,100,66.3086079256786,..,6.37015532007548,34.2995169082126
2010,YR2010,Iraq,IRQ,98.3619613647461,18.9261374102045,..,9.20979922637686,55.4922229736257
2010,YR2010,Malaysia,MYS,99.4753112792969,22.4906406939583,..,2.60021305737331,56.0975609756098
2011,YR2011,Afghanistan,AFG,43.2220189082037,58.131334038606,..,11.9451727151465,..
2011,YR2011,Australia,AUS,100,51.5628132199992,..,4.12570454160863,61.5513680949923
2011,YR2011,Canada,CAN,100,6.43568354118357,..,4.15867778919179,38.8201481813262
2011,YR2011,China,CHN,99.88720703125,56.1036602181182,..,12.6413860958174,52.3909037212049
2011,YR2011,India,IND,79.5167846679688,60.4300431523044,..,52.7981730060978,51.7642068537017
2011,YR2011,Ireland,IRL,100,66.1199012919147,..,6.66482798664538,34.3270868824532
2011,YR2011,Iraq,IRQ,98,19.6859458463805,..,9.90053416835513,50.9743774810538
2011,YR2011,Malaysia,MYS,99.4963226318359,22.9207122203622,..,2.63460660477857,57.703959051499
2012,YR2012,Afghanistan,AFG,69.1,58.129800837128,..,11.9436395136685,..
2012,YR2012,Australia,AUS,100,50.3854314463116,..,4.11821980396496,60.9031491384433
2012,YR2012,Canada,CAN,100,6.44363616895263,..,4.18645064072749,39.3075204765451
2012,YR2012,China,CHN,99.9474334716797,56.0235278052443,..,12.4973437431264,52.5268038283395
2012,YR2012,India,IND,79.9,60.4206256579633,..,52.6525381828945,53.4426723849092
2012,YR2012,Ireland,IRL,100,65.8005516040064,..,7.00551604006387,36.4247688428131
2012,YR2012,Iraq,IRQ,99.3,19.7285411678025,..,9.94312948977712,50.2098677437238
2012,YR2012,Malaysia,MYS,99.8,23.8295541013544,..,2.64312889971085,56.413578647318
2013,YR2013,Afghanistan,AFG,68.0408782958984,58.123668031216,..,11.9359735062785,..
2013,YR2013,Australia,AUS,100,48.3937102169923,..,4.06399125261966,59.3782626853205
2013,YR2013,Canada,CAN,100,6.45155533545478,..,4.2142234922632,39.3508832572271
2013,YR2013,China,CHN,99.9929504394531,55.9433953923703,..,12.39590801698,53.1564628729052
2013,YR2013,India,IND,83.1313934326172,60.4394606466455,..,52.617558918199,52.3179987692042
2013,YR2013,Ireland,IRL,100,64.9876614893308,..,6.8811148207287,33.711130485324
2013,YR2013,Iraq,IRQ,99.0236663818359,20.4173653853241,..,10.5124525485571,54.7162831989347
2013,YR2013,Malaysia,MYS,99.6032943725586,24.529904124182,..,2.44315933647847,54.4249904324531
2014,YR2014,Afghanistan,AFG,89.5,58.123668031216,..,11.9145086855864,..
2014,YR2014,Australia,AUS,100,48.7383986566523,..,4.16025148718483,58.3578575632725
2014,YR2014,Canada,CAN,100,6.45947450195693,..,4.2419963437989,38.7292718096611
2014,YR2014,China,CHN,100,55.8632629794963,..,12.3136452727788,52.2530087069823
2014,YR2014,India,IND,85.1339111328125,60.4495508191538,..,52.6246220389548,53.605291953636
2014,YR2014,Ireland,IRL,100,64.8279866453767,..,6.7525039918711,33.7271116361488
2014,YR2014,Iraq,IRQ,99.2385101318359,21.3508458334869,..,11.4459329967199,65.042898674041
2014,YR2014,Malaysia,MYS,99.723762512207,24.6203013239994,..,2.44711611626845,54.0359151097406
2015,YR2015,Afghanistan,AFG,71.5,58.123668031216,..,11.9053094767183,..
2015,YR2015,Australia,AUS,100,45.3144240657095,..,4.04705622014241,..
2015,YR2015,Canada,CAN,100,6.46750520601544,..,4.26988073289098,..
2015,YR2015,China,CHN,100,55.7831305666223,..,12.2356431912321,..
2015,YR2015,India,IND,88,60.4317248477225,..,52.6078050847743,..
2015,YR2015,Ireland,IRL,100,64.3054144287995,..,6.57570039192916,..
2015,YR2015,Iraq,IRQ,99.4483795166016,21.3508458334869,..,11.4459329967199,..
2015,YR2015,Malaysia,MYS,99.8620300292969,26.0842185359915,..,2.51197686805661,..
2016,YR2016,Afghanistan,AFG,97.7,58.123668031216,..,11.8501142235101,..
2016,YR2016,Australia,AUS,100,44.5399257932247,..,3.90755614259973,..
2016,YR2016,Canada,CAN,100,6.47475514717938,..,4.29754204687031,..
2016,YR2016,China,CHN,100,55.7030040870411,..,12.0845010177659,..
2016,YR2016,India,IND,89.5863037109375,60.3990999566123,..,52.5755165327477,..
2016,YR2016,Ireland,IRL,100,64.7554071708521,..,6.69182755116853,..
2016,YR2016,Iraq,IRQ,99.6540985107422,21.4429845575498,..,11.4459329967199,..
2016,YR2016,Malaysia,MYS,99.9,26.0873535230558,..,2.51407700502207,..
2017,YR2017,Afghanistan,AFG,97.7,58.123668031216,..,11.8041181791699,..
2017,YR2017,Australia,AUS,100,48.3406179391109,..,3.99790952181612,..
2017,YR2017,Canada,CAN,100,6.45441069689781,..,4.29519975818658,..
2017,YR2017,China,CHN,100,55.6228716656317,..,11.9333575516526,..
2017,YR2017,India,IND,91.7941589355469,60.2839387997403,..,52.4336271815794,..
2017,YR2017,Ireland,IRL,100,65.1618522281899,..,6.69182755116853,..
2017,YR2017,Iraq,IRQ,99.8843765258789,21.4890539195813,..,11.4459329967199,..
2017,YR2017,Malaysia,MYS,99.9786987304688,26.0873535230558,..,2.51407700502207,..
2018,YR2018,Afghanistan,AFG,93.4308776855469,58.2769881790166,..,11.9497723195805,..
2018,YR2018,Australia,AUS,100,46.6580950127535,..,4.02677060122049,..
2018,YR2018,Canada,CAN,100,6.45681990811536,..,4.31538805588924,..
2018,YR2018,China,CHN,100,55.5427392442223,..,11.7822140748875,..
2018,YR2018,India,IND,95.7,60.2435646561437,..,52.29329810742,..
2018,YR2018,Ireland,IRL,100,65.5537813906227,..,6.54666860211932,..
2018,YR2018,Iraq,IRQ,99.9,21.5351232816128,..,11.4459329967199,..
2018,YR2018,Malaysia,MYS,99.9971542358398,26.0873535230558,..,2.51407700502207,..
2019,YR2019,Afghanistan,AFG,97.7,58.2769881790166,..,11.9405731107125,..
2019,YR2019,Australia,AUS,100,47.1237724290889,..,3.97463865148557,..
2019,YR2019,Canada,CAN,100,6.43435624426279,..,4.31070347852177,..
2019,YR2019,China,CHN,100,55.462649429444,..,11.6275626557139,..
2019,YR2019,India,IND,95.8859405517578,60.2198133654425,..,52.2566927777909,..
2019,YR2019,Ireland,IRL,100,65.6699085498621,..,6.43054144287995,..
2019,YR2019,Iraq,IRQ,99.9910278320313,21.5811926436443,..,11.4459329967199,..
2019,YR2019,Malaysia,MYS,100,26.0873535230558,..,2.51407700502207,..
2020,YR2020,Afghanistan,AFG,97.7,58.7415482268525,..,12.0034343713107,..
2020,YR2020,Australia,AUS,100,46.2524798427461,..,3.98386899670048,..
2020,YR2020,Canada,CAN,100,6.37073522211031,..,4.26463846774167,..
2020,YR2020,China,CHN,100,55.462649429444,..,11.6062593401724,..
2020,YR2020,India,IND,96.5,60.0458628611021,..,51.9468812958472,..
2020,YR2020,Ireland,IRL,100,65.495717811003,..,6.44505733778487,..
2020,YR2020,Iraq,IRQ,100,21.7424354107544,..,11.4459329967199,..
2020,YR2020,Malaysia,MYS,100,26.0873535230558,..,2.51407700502207,..
2021,YR2021,Afghanistan,AFG,97.7,58.7415482268525,..,12.0034343713107,..
2021,YR2021,Australia,AUS,100,47.2592374954823,..,4.0646020161154,..
2021,YR2021,Canada,CAN,100,6.48457678610033,..,4.35320354546179,..
2021,YR2021,China,CHN,100,55.462649429444,..,11.5956076824016,..
2021,YR2021,India,IND,99.5725250244141,60.0459264291889,..,51.9468812958472,..
2021,YR2021,Ireland,IRL,100,62.9554362026419,..,6.32893017854551,..
2021,YR2021,Iraq,IRQ,100,21.7078833892308,..,11.4459329967199,..
2021,YR2021,Malaysia,MYS,100,26.0873535230558,..,2.51407700502207,..
2022,YR2022,Afghanistan,AFG,..,..,..,..,..
2022,YR2022,Australia,AUS,..,..,..,..,..
2022,YR2022,Canada,CAN,..,..,..,..,..
2022,YR2022,China,CHN,..,..,..,..,..
2022,YR2022,India,IND,..,..,..,..,..
2022,YR2022,Ireland,IRL,..,..,..,..,..
2022,YR2022,Iraq,IRQ,..,..,..,..,..
2022,YR2022,Malaysia,MYS,..,..,..,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,
